,doi,country,city,region,lat,long,X
1,http://dx.doi.org/10.1016/j.compscitech.2007.05.021,China,Beijing,,39.93084,116.38634,NA
2,http://dx.doi.org/10.1016/j.compscitech.2007.05.021,France,Chatenay Malabry Cedex,,48.76643,48.76643,NA
3,http://dx.doi.org/10.1016/j.jeurceramsoc.2007.02.082,Finland,Oulu,,65.01265,25.47139,NA
4,http://dx.doi.org/10.1016/j.jeurceramsoc.2007.02.082,Finland,Rajamaki,,60.52846,24.75442,NA
5,http://dx.doi.org/10.1002/adma.200801758,China,Kowloon,Hong Kong,22.3116452,114.1767885,NA
6,http://dx.doi.org/10.1002/adma.200401816,USA,Clemson,SC,34.6850749,-82.8364111,NA
7,http://dx.doi.org/10.1002/adma.200401816,USA,Durham,NC,35.996653,-78.9018053,NA
8,http://dx.doi.org/10.1002/adma.200401816,USA,Richland,WA,46.2804298,-119.2752055,NA
9,http://dx.doi.org/10.1002/adma.200602097,China,Beijing,,39.9020803,116.7185213,NA
10,http://dx.doi.org/10.1002/adfm.200700200,China,Beijing,,39.9020803,116.7185213,NA
11,http://dx.doi.org/10.1109/T-DEI.2008.4446732,India,Bangalore,,12.9791198,77.5912997,NA
12,http://dx.doi.org/10.1109/TDEI.2009.4815189,India,Bangalore,,12.9791198,77.5912997,NA
13,http://dx.doi.org/10.1109/ECTC.2004.1319391,USA,Atlanta,GA,33.7489924,-84.3902644,NA
14,http://dx.doi.org/10.1007/s10853-006-0331-1,USA,La Jolla,CA,32.83259,-117.2716839,NA
15,http://dx.doi.org/10.1007/s10853-006-0331-1,USA,Troy,NY,42.728867,42.728867,NA
16,http://dx.doi.org/10.1007/s10853-006-0331-1,Sweden,Vasteras,,65.1720218,17.934883,NA
17,http://dx.doi.org/10.1002/app.11475,India,Kharagpur,,22.3183986,87.2583576,NA
18,http://dx.doi.org/10.1016/j.compositesa.2005.02.006,Israel,Rehovot,,31.8952532,34.8105616,NA
19,http://dx.doi.org/10.1016/j.compositesa.2005.02.006,Germany,Hamburg,,53.550341,10.000654,NA
20,http://dx.doi.org/10.1016/S0009-2614(01)00186-5,Singapore,,,1.357107,103.8194992,NA
21,http://dx.doi.org/10.1063/1.2034654,Australia,Melbourne,Victoria,-37.8142176,144.9631608,NA
22,http://dx.doi.org/10.1088/0022-3727/38/2/005,USA,Troy,NY,42.728867,42.728867,NA
23,http://dx.doi.org/10.1109/CEIDP.2008.4772933,Japan,Toyohashi,,34.769123,137.391461,NA
24,http://dx.doi.org/10.1109/CEIDP.2008.4772933,Japan,Hitachi,,36.5991225,140.6504604,NA
25,http://dx.doi.org/10.1109/T-DEI.2008.4446750,USA,Troy,NY,42.728867,42.728867,NA
26,http://dx.doi.org/10.1016/j.compscitech.2009.12.014,India,Bangalore,,12.9791198,77.5912997,NA
27,http://dx.doi.org/10.1109/CEIDP.2009.5377895,USA,Troy,NY,42.728867,42.728867,NA
28,http://dx.doi.org/10.1109/CEIDP.2009.5377895,USA,Dayton,OH,39.7589478,-84.1916069,NA
29,http://dx.doi.org/10.1109/TDEI.2010.5658218,USA,Troy,NY,42.728867,42.728867,NA
30,http://dx.doi.org/10.1109/TDEI.2010.5658218,Sweden,Vasteras,,65.1720218,17.934883,NA
31,http://dx.doi.org/10.1039/c1jm12903a,China,Shanghai,,31.2322758,121.4692071,NA
32,http://dx.doi.org/10.1002/pola.21650,Taiwan,Yun-Lin,,23.6990775,120.5245511,NA
33,http://dx.doi.org/10.1109/TDEI.2013.004164,Canada,Varennes,QC,45.6834691,-73.4362737,NA
34,http://dx.doi.org/10.1109/TDEI.2013.004164,France,Montpellier Cedex,,43.6112422,3.8767337,NA
35,http://dx.doi.org/10.1109/TDEI.2013.004164,Switzerland,Baden-Daettwil,,47.45357513,8.286043167,NA
36,http://dx.doi.org/10.1109/TDEI.2013.004164,Canada,Montreal,QC,45.4972159,-73.6103642,NA
37,http://dx.doi.org/10.1021/ma5000317,USA,Knoxville,TN,35.9603948,-83.9210261,NA
38,http://dx.doi.org/10.1021/ma5000317,USA,Oak Ridge,TN,36.0103562,-84.2696449,NA
39,http://dx.doi.org/10.1109/TDEI.2013.004165,China,Shanghai,,31.2322758,121.4692071,NA
40,http://dx.doi.org/10.1109/TDEI.2013.004165,China,Xian,,34.3430507,108.9352154,NA
41,http://dx.doi.org/10.1109/TDEI.2013.004165,Japan,Tokyo,,35.6828387,139.7594549,NA
42,http://dx.doi.org/10.1109/TDEI.2013.004165,Japan,Kitakyushu,Fukuoka,33.8829996,130.8749015,NA
43,http://dx.doi.org/10.1088/1757-899X/73/1/012015,India,Kerala,,10.3528744,76.5120396,NA
44,http://dx.doi.org/10.1002/macp.201000138,Italy,Torino,,45.0677551,7.6824892,NA
45,http://dx.doi.org/10.1002/macp.201000138,Spain,San Sebastian,,43.3224219,-1.9838889,NA
46,http://dx.doi.org/10.1021/cm4010486,China,Shanghai,,31.2322758,121.4692071,NA
47,http://dx.doi.org/10.1080/00914030701729057,Egypt,Cairo,,30.0443879,31.2357257,NA
48,http://dx.doi.org/10.3390/polym4010187,USA,Troy,NY,42.728867,42.728867,NA
49,http://dx.doi.org/10.3390/polym4010187,USA,Columbia,SC,34.0007493,-81.0343313,NA
50,http://dx.doi.org/10.3390/polym4010187,Sweden,Vasteras,,65.1720218,17.934883,NA
51,http://dx.doi.org/10.1016/j.polymer.2013.05.033,USA,Troy,NY,42.728867,42.728867,NA
52,http://dx.doi.org/10.1016/j.polymer.2013.05.033,USA,Columbia,SC,34.0007493,-81.0343313,NA
53,http://dx.doi.org/10.1016/j.polymer.2013.05.033,Sweden,Vasteras,,65.1720218,17.934883,NA
54,http://dx.doi.org/10.1021/jp409474k,China,Beijing,,39.93084,116.38634,NA
55,http://dx.doi.org/10.1109/TDEI.2013.6508768,USA,Troy,NY,42.728867,42.728867,NA
56,http://dx.doi.org/10.1039/C1JM13093E,USA,Troy,NY,42.728867,42.728867,NA
57,http://dx.doi.org/10.1039/C1JM13093E,USA,Columbia,SC,34.0007493,-81.0343313,NA
58,http://dx.doi.org/10.1109/TDEI.2014.004415,Finland,Jyvaskyla,,62.23633957,25.73222351,NA
59,http://dx.doi.org/10.1109/TDEI.2014.004415,USA,Troy,NY,42.728867,42.728867,NA
60,http://dx.doi.org/10.1109/TDEI.2014.004415,USA,Columbia,SC,34.0007493,-81.0343313,NA
61,http://dx.doi.org/10.1109/TDEI.2014.004415,Sweden,Vasteras,,65.1720218,17.934883,NA
62,http://dx.doi.org/10.1109/TDEI.2012.6215100,USA,Troy,NY,42.728867,42.728867,NA
63,http://dx.doi.org/10.1109/TDEI.2012.6215100,Sweden,Vasteras,,65.1720218,17.934883,NA
64,http://dx.doi.org/10.1038/nmat2404,USA,New York,NY,40.7127281,-74.0060152,NA
65,http://dx.doi.org/10.1038/nmat2404,USA,Columbia,SC,34.0007493,-81.0343313,NA
66,http://dx.doi.org/10.1038/nmat2404,USA,Troy,NY,42.728867,42.728867,NA
67,http://dx.doi.org/10.1038/nmat2404,USA,Princeton,NJ,40.3492744,-74.6592958,NA
68,http://dx.doi.org/10.1038/nmat2404,USA,Austin,TX,30.2711286,-97.7436995,NA
69,http://dx.doi.org/10.1038/nmat2404,USA,Argonne,IL,41.7091409,-87.9786221,NA
70,http://dx.doi.org/10.1038/nmat2404,USA,University Park,PA,40.8087493,-77.8585662,NA
71,http://dx.doi.org/10.1038/nmat2404,USA,Gaithersburg,MD,39.1434406,-77.2013705,NA
72,http://dx.doi.org/10.1021/ma902072d,USA,New York,NY,40.7127281,-74.0060152,NA
73,http://dx.doi.org/10.1021/ma902072d,USA,Columbia,SC,34.0007493,-81.0343313,NA
74,http://dx.doi.org/10.1021/ma902072d,USA,Troy,NY,42.728867,42.728867,NA
75,http://dx.doi.org/10.1021/ma902072d,USA,Argonne,IL,41.7091409,-87.9786221,NA
76,http://dx.doi.org/10.1021/ma902072d,USA,University Park,PA,40.8087493,-77.8585662,NA
77,http://dx.doi.org/10.1021/ma902072d,USA,Gaithersburg,MD,39.1434406,-77.2013705,NA
78,http://dx.doi.org/10.1016/j.compscitech.2005.10.004,USA,Troy,NY,42.728867,42.728867,NA
79,http://dx.doi.org/10.1016/j.compscitech.2005.10.004,USA,Evanston,IL,42.0447388,-87.6930459,NA
